year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,forceuse,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypCM,lineCM,detailCM,lat1,lng1,lat2,lng2,full_addr1,full_addr2
2015,114,597,9222015,1350,1,O,P,20,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,114,114,N,N, , ,DS,M,W, ,27,5,7,160,BR,BR,T, ,L, , ,STREET,0,1 STREET,27 AVENUE,26 AVENUE, ,QUEENS, , ,114,P, , ,1002108,222307,CM,1,45,40.7756108,-73.9361401,40.7770457,-73.935385,"27th Ave & 1st St, Astoria, NY 11102, USA","26th Ave & 1st St, Astoria, NY 11102, USA"
2015,102,495,8082015,1940,1,O,P,0,BURGLARY,15,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,102,102,N,N, , , ,M,W, ,35,6,1,1,BK,BR,H, ,L, , ,RESIDENCE,0,102 STREET,101 AVENUE,97 AVENUE, ,QUEENS, , ,102,C, , ,1028374,189261,CM,1,14,40.6857502,-73.840779,40.6874305,-73.84158649999999,"101st Ave & 102nd St, Ozone Park, NY 11416, USA","97th Ave & 102nd St, Ozone Park, NY 11416, USA"
2015,102,494,8082015,1940,1,O,P,0,BURGLARY,15,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,102,102,N,N, , , ,M,W, ,48,6,0,175,BR,HA,M, ,L, , ,RESIDENTIAL,0,102 STREET,103 AVENUE,101 AVENUE, ,QUEENS, , ,102,C, , ,1028458,189039,CM,1,14,40.683751,-73.8397945,40.6857502,-73.840779,"103rd Ave & 102nd St, Ozone Park, NY 11417, USA","101st Ave & 102nd St, Ozone Park, NY 11416, USA"
2015,115,97,9032015,118, ,O,P,1,CPW,20,P,Y,N,Y,PL 265.01.02,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,115,115,Y,N, , ,OT,M,Q, ,38,5,6,170,BK,BR,M, ,L, , ,STREET,0,105 STREET,32 AVENUE,ASTORIA BOULEVARD, ,QUEENS, , ,115,A, , ,1021850,216469,CM,1,20,40.759683,-73.864068,40.76104420000001,-73.8643017,"32nd Ave & 105th St, East Elmhurst, NY 11369, USA","Astoria Blvd & 105th St, East Elmhurst, NY 11369, USA"
2015,102,496,8122015,2035,1,O,P,2,ROBBERY,20,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,102,102,Y,N, , ,SF,M,P, ,18,5,5,125,BK,BR,T, ,L, , ,RESIDENTIAL,0,107 STREET,JAMAICA AVENUE,86 AVENUE, ,QUEENS, , ,102,H, , ,1028289,193278,CM,1,85,40.6953591,-73.8405145,40.6976879,-73.8414888,"Jamaica Ave & 107th St, Richmond Hill, NY 11418, USA","107th St & 86th Ave, Richmond Hill, NY 11418, USA"
2015,115,65,8042015,710, ,O,P,1,BURGLARY,15,V,Y,N,Y,CPCS,N, ,0,0,Y, ,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,115,115,N,N, , , ,M,Q, ,32,5,7,175,BK,BR,T, ,L, , ,STREET,0,108 STREET,34 AVENUE,NORTHERN BOULEVARD, ,QUEENS, , ,115,I, , ,1022783,215254,CM,1,14,40.7563316,-73.8607272,40.7577671,-73.86098969999999,"34th Ave & 108th St, Corona, NY 11368, USA","Northern Blvd & 108th St, Queens, NY 11368, USA"
2015,110,88,7142015,2300, ,O,P,1,GRAND LARCENY,20,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,110,110,N,N, , ,SF,M,Q, ,14,5,9,120,BR,BR,T, ,L, , ,ALLEY,0,108 STREET,50 AVENUE,49 AVENUE, ,QUEENS, , ,110,G, , ,1024187,210765,CM,1,45,40.744604,-73.855611,40.745267,-73.85595099999999,"108th St & 50th Ave, Corona, NY 11368, USA","108th St & 49th Ave, Corona, NY 11368, USA"
2015,110,90,7222015,2020, ,O,P,1,FELONY,4,V,Y,N,Y,ATT GRAND LARCENY,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,110,110,N,N, , ,SF,M,Q, ,13,5,3,105,BK,BR,T, ,L, , ,PARK,0,111 STREET,CORONA AVENUE,44 AVENUE, ,QUEENS, , ,110,J, , ,1025435,210071,CM,1,45,40.7408605,-73.8503053,40.748944,-73.85447839999999,"Corona Ave & 111th St, Corona, NY 11368, USA","111th St & 44th Ave, Corona, NY 11368, USA"
2015,105,331,7162015,3,1,O,P,4,FEL,10,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,105,105,Y,N,V,S, ,M,B, ,64,5,8,180,BR,BR,M, ,L, , ,STREET,0,112 AVENUE,212 STREET,COLFAX STREET, ,QUEENS, , ,105,I, , ,1054607,196305,CM,1,14,40.7057103,-73.74436539999999,40.70512799999999,-73.746591,"212th St & 112th Ave, Queens Village, NY 11429, USA","112th Ave & Colfax St, Queens Village, NY 11429, USA"
2015,105,332,7162015,30,1,O,P,4,FEL,10,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,105,105,Y,N,V,S, ,M,B, ,61,6,0,210,BR,BR,M, ,L, , ,STREET,0,112 AVENUE,212 STREET,COLFAX STREET, ,QUEENS, , ,105,I, , ,1054607,196305,CM,1,14,40.7057103,-73.74436539999999,40.70512799999999,-73.746591,"212th St & 112th Ave, Queens Village, NY 11429, USA","112th Ave & Colfax St, Queens Village, NY 11429, USA"
2015,106,910,7292015,1612, ,O,P,1,FELONY,7,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,106,106,N,N, , , ,M,P, ,43,6,1,130,BK,BR,M, ,L, , ,STREET,0,113 STREET,LINDEN BOULEVARD,111 AVENUE, ,QUEENS, , ,106,K, , ,1032456,186630,CM,1,45,40.6773274,-73.8254975,40.6790881,-73.8263139,"Linden Blvd & 113th St, South Ozone Park, NY 11420, USA","111th Ave & 113th St, South Ozone Park, NY 11420, USA"
2015,106,911,7292015,1612, ,O,P,1,FELONY,7,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,106,106,N,N, , , ,M,Q, ,17,6,1,180,BK,BR,M, ,L, , ,STREET,0,113 STREET,LINDEN BOULEVARD,111 AVENUE, ,QUEENS, , ,106,K, , ,1032456,186630,CM,1,45,40.6773274,-73.8254975,40.6790881,-73.8263139,"Linden Blvd & 113th St, South Ozone Park, NY 11420, USA","111th Ave & 113th St, South Ozone Park, NY 11420, USA"
2015,102,438,7012015,2150,1,O,P,2,BURG,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,102,102,N,N, , , ,M,Q, ,56,5,0,160,BR,BR,M, ,L, , ,STREET,0,114 STREET,101 AVENUE,95 AVENUE, ,QUEENS, , ,102,B, , ,1031054,191042,CM,1,14,40.68876909999999,-73.83017559999999,40.691265,-73.831386,"101st Ave & 114th St, South Richmond Hill, NY 11419, USA","95th Ave & 114th St, South Richmond Hill, NY 11419, USA"
2015,102,511,9042015,1747,1,O,P,1,CPW- GUN,10,R,Y,N,Y,"120.05, 195.05",N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,102,102,N,N, , ,OR,M,B, ,24,5,6,200,BK,BR,H, ,L, , ,STRET,0,115 STREET,101 AVENUE,95 AVENUE, ,QUEENS, , ,102,B, , ,1031302,191094,CM,1,20,40.689001,-73.8293463,40.6914233,-73.83054109999999,"101st Ave & 115th St, South Richmond Hill, NY 11419, USA","95th Ave & 115th St, South Richmond Hill, NY 11419, USA"
2015,106,1103,9102015,45,1,O,P,1,FELONY,7,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,106,106,N,N,V,S, ,M,A, ,19,5,4,150,BR,BR,T, ,L, , ,STREET,0,115 STREET,107 AVENUE,LIBERTY AVENUE, ,QUEENS, , ,106,F, , ,1032077,189028,CM,1,20,40.6834146,-73.8266067,40.6857214,-73.8277386,"107th Ave & 115th St, Queens, NY 11419, USA","Liberty Ave & 115th St, South Richmond Hill, NY 11419, USA"
2015,106,1102,9102015,2045,1,O,P,1,FELONY,7,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,106,106,N,N,V,S, ,M,A, ,19,5,8,150,BR,BR,T, ,L, , ,STREET,0,115 STREET,107 AVENUE,LIBERTY AVENUE, ,QUEENS, , ,106,F, , ,1032077,189028,CM,1,20,40.6834146,-73.8266067,40.6857214,-73.8277386,"107th Ave & 115th St, Queens, NY 11419, USA","Liberty Ave & 115th St, South Richmond Hill, NY 11419, USA"
2015,106,1101,9102015,2045,1,O,P,1,FELONY,7,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,106,106,N,N,V,S, ,M,A, ,21,5,10,160,BR,BR,T, ,L, , ,STREET,0,115 STREET,107 AVENUE,LIBERTY AVENUE, ,QUEENS, , ,106,F, , ,1032077,189028,CM,1,20,40.6834146,-73.8266067,40.6857214,-73.8277386,"107th Ave & 115th St, Queens, NY 11419, USA","Liberty Ave & 115th St, South Richmond Hill, NY 11419, USA"
2015,113,115,8222015,210, ,O,P,10,CPW/SHOOTING,2,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,425,425,Y,Y, , ,SW,M,B, ,25,6,0,170,BR,BR,M, ,L, , ,BACKYARD,0,116 AVENUE,BEDELL STREET,159 STREET, ,QUEENS, , ,113,M, , ,1043933,189487,CM,1,20,40.686643,-73.7847106,40.686122,-73.78528,"116th Ave & Bedell St, Jamaica, NY 11434, USA","116th Ave & 159th St, Jamaica, NY 11434, USA"
2015,105,362,8132015,340,1,O,P,1,FEL,5,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,105,105,Y,N,V,S, ,M,B, ,26,5,6,150,BK,BR,T, ,L, , ,STREET,0,119 AVENUE,219 STREET,FRANCIS LEWIS BOULEVAR, ,QUEENS, , ,105,G, , ,1055375,191618,CM,1,14,40.692105,-73.7427326,40.692576,-73.7444426,"219th St & 119th Ave, Cambria Heights, NY 11411, USA","Francis Lewis Blvd & 119th Ave, Queens, NY 11411, USA"
2015,102,487,7302015,1356,1,O,P,1,SEXUAL MISCONDUCT,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,102,102,N,N, , , ,M,A, ,24,5,9,190,BK,BR,M, ,L, , , ,0,120 STREET,95 AVENUE,94 AVENUE, ,QUEENS, , ,102,B, , ,1032366,191923,CM,1,88,40.6926675,-73.82615799999999,40.693995,-73.826804,"95th Ave & 120th St, South Richmond Hill, NY 11419, USA","120th St & 94th Ave, South Richmond Hill, NY 11419, USA"
2015,106,1073,9132015,220,1,O,P,2,FELONY,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,106,106,N,N, , , ,M,A, ,21,5,8,210,BR,BR,M,NONE,L, , ,PRIVATE HOME,0,123 STREET,107 AVENUE,LIBERTY AVENUE, ,QUEENS, , ,106,G, , ,1033999,189698,CM,1,14,40.6853753,-73.8197325,40.687396,-73.8211944,"107th Ave & 123rd St, South Richmond Hill, NY 11419, USA","Liberty Ave & 123rd St, South Richmond Hill, NY 11419, USA"
2015,106,1072,9132015,220,1,O,P,2,FELONY,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,106,106,N,N, , , ,M,Q, ,22,5,7,155,BR,BR,T,NONE,L, , ,PRIVATE HOME,0,123 STREET,107 AVENUE,LIBERTY AVENUE, ,QUEENS, , ,106,G, , ,1033999,189698,CM,1,14,40.6853753,-73.8197325,40.687396,-73.8211944,"107th Ave & 123rd St, South Richmond Hill, NY 11419, USA","Liberty Ave & 123rd St, South Richmond Hill, NY 11419, USA"
2015,106,1074,9132015,220,1,O,P,2,FELONY,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,106,106,N,N, , , ,M,Q, ,21,5,8,155,BR,BR,T,NONE,L, , ,PRIVATE HOME,0,123 STREET,107 AVENUE,LIBERTY AVENUE, ,QUEENS, , ,106,G, , ,1033999,189698,CM,1,14,40.6853753,-73.8197325,40.687396,-73.8211944,"107th Ave & 123rd St, South Richmond Hill, NY 11419, USA","Liberty Ave & 123rd St, South Richmond Hill, NY 11419, USA"
2015,105,395,9172015,1540,1,O,P,1,MISD,5,V,Y,N,Y,PETIT LARCENY,N, ,0,0,Y, ,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,105,105,Y,N, , ,SF,M,B, ,47,5,7,145,BR,BR,M, ,L, , ,STREET,0,125 AVENUE,233 STREET,FRANCIS LEWIS BOULEVAR, ,QUEENS, , ,105,F, , ,1058131,188813,CM,1,68,40.684351,-73.732534,40.6847406,-73.7340542,"233rd St & 125th Ave, Queens, NY 11413, USA","Francis Lewis Blvd & 125th Ave, Queens, NY 11413, USA"
2015,106,1139,9222015,1145,1,O,P,1,FELONY,15,P,Y,Y,Y,PL 220.16,N, ,0,0,N, ,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,106,106,N,Y,V,S, ,M,A, ,25,5,5,140,BK,BR,T, ,L, , ,STREET,0,126 STREET,109 AVENUE,107 AVENUE, ,QUEENS, , ,106,G, , ,1034951,189113,CM,1,46,40.683917,-73.8163202,40.6860157,-73.8173838,"109th Ave & 126th St, Queens, NY 11420, USA","107th Ave & 126th St, South Richmond Hill, NY 11419, USA"
2015,106,1044,8282015,2255,1,O,P,1,FELONY,5,P,Y,N,Y,CRIMINAL MISCHIEF,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,106,106,N,N,V,S, ,M,A, ,19,5,6,140,BK,BR,M, ,L, , ,SIDEWALK,0,127 STREET,HAWTREE CREEK ROAD,109 AVENUE, ,QUEENS, , ,106,G, , ,1035594,188431,CM,1,23,40.6831829,-73.8146427,40.6841283,-73.8156274,"127th St & Hawtree Creek Rd, South Ozone Park, NY 11420, USA","109th Ave & 127th St, Queens, NY 11419, USA"
2015,109,208,7122015,448, ,O,P,1,GURGLARY,20,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,109,109,N,N, , , ,M,W, ,24,6,0,200,BR,BR,M, ,L, , ,RESIDENCE,0,128 STREET,9 AVENUE,7 AVENUE, ,QUEENS, , ,109,Q, , ,1028570,227292,CM,1,14,40.7892488,-73.8399989,40.7906693,-73.8399148,"128th St & 9th Ave, College Point, NY 11356, USA","128th St & 7th Ave, College Point, NY 11356, USA"
2015,106,883,7022015,1705,1,O,P,5,FELONY,5,P,Y,N,Y,CPW,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,541,541,Y,Y,V,S,SW,M,A, ,17,5,9,130,BK,BR,T, ,L, , ,STREET LEVEL,0,130 STREET,SUTTER AVENUE,ROCKAWAY BOULEVARD, ,QUEENS, , ,106,I, , ,1037395,184628,CM,1,20,40.672208,-73.8087169,40.6749963,-73.808538,"130th St & Sutter Ave, South Ozone Park, NY 11420, USA","Rockaway Blvd & 130th St, South Ozone Park, NY 11420, USA"
2015,106,1045,8302015,33,1,O,P,2,FELONY,15,V,Y,N,Y,CRIMINALTRESPASS,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,106,106,N,N, , , ,M,B, ,19,6,0,180,BK,BR,M, ,L, , ,RESIDENTIAL,0,132 STREET,117 ROAD,FOCH BOULEVARD, ,QUEENS, , ,106,H, , ,1037751,185747,CM,1,31,40.6753427,-73.80656619999999,40.67654150000001,-73.8072297,"132nd St & 117th Rd, South Ozone Park, NY 11420, USA","Foch Blvd & 132nd St, South Ozone Park, NY 11420, USA"
2015,106,1137,9012015,1350,1,O,P,1,FELONY,10,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,106,106,N,N,V,S, ,M,A, ,45,5,10,180,BK,BR,M, ,L, , ,STREET,0,133 STREET,SUTTER AVENUE,ROCKAWAY BOULEVARD, ,QUEENS, , ,106,I, , ,1038227,184835,CM,1,20,40.6722372,-73.80540069999999,40.67471099999999,-73.8053676,"133rd St & Sutter Ave, South Ozone Park, NY 11420, USA","Rockaway Blvd & 133rd St, South Ozone Park, NY 11420, USA"
2015,106,1138,9012015,1350,1,O,P,1,FELONY,10,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,106,106,N,N,V,S, ,M,B, ,32,5,8,195,BK,BR,M, ,L, , ,STREET,0,133 STREET,SUTTER AVENUE,ROCKAWAY BOULEVARD, ,QUEENS, , ,106,I, , ,1038227,184835,CM,1,20,40.6722372,-73.80540069999999,40.67471099999999,-73.8053676,"133rd St & Sutter Ave, South Ozone Park, NY 11420, USA","Rockaway Blvd & 133rd St, South Ozone Park, NY 11420, USA"
2015,106,939,8062015,2000, ,O,P,1,FELONY,10,V,Y,Y,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,106,106,N,N,V,S, ,M,B, ,33,5,8,175,BK,BR,T, ,L, , ,ALLEY,0,135 PLACE,131 AVENUE,SUTTER AVENUE, ,QUEENS, , ,106,I, , ,1038990,183804,CM,1,14,40.6704905,-73.802656,40.6723531,-73.8026794,"131st Ave & 135th Pl, South Ozone Park, NY 11420, USA","Sutter Ave & 135th Pl, South Ozone Park, NY 11420, USA"
2015,106,940,8062015,2000, ,O,P,1,FELONY,10,P,Y,Y,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,106,106,N,N,V,S, ,M,Q, ,21,5,6,220,BK,BR,H, ,L, , ,ALLEY,0,135 PLACE,131 AVENUE,SUTTER AVENUE, ,QUEENS, , ,106,I, , ,1038990,183804,CM,1,14,40.6704905,-73.802656,40.6723531,-73.8026794,"131st Ave & 135th Pl, South Ozone Park, NY 11420, USA","Sutter Ave & 135th Pl, South Ozone Park, NY 11420, USA"
2015,106,1120,9022015,1100,1,O,P,4,FELONY,4,V,Y,N,Y,CPW,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,106,106,N,Y,V,S, ,M,B, ,28,5,8,180,BK,BR,M, ,L, , ,STREET,0,135 STREET,SUTTER AVENUE,ROCKAWAY BOULEVARD, ,QUEENS, , ,106,I, , ,1038733,184968,CM,1,20,40.6723156,-73.8035941,40.6745504,-73.8036154,"Sutter Ave & 135th St, South Ozone Park, NY 11420, USA","Rockaway Blvd & 135th St, South Ozone Park, NY 11420, USA"
2015,107,557,8052015,1820, ,O,P,5,BURGLARY,10,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,107,107,N,N,V,S, ,M,W, ,21,5,11,155,BK,BR,T, ,L, , ,DRIVEWAY,0,137 STREET,70 ROAD,JEWEL AVENUE, ,QUEENS, , ,107,E, , ,1031989,204271,CM,1,14,40.727136,-73.82768089999999,40.72855029999999,-73.8285477,"70th Rd & 137th St, Flushing, NY 11367, USA","Jewel Ave & 137th St, Flushing, NY 11367, USA"
2015,105,336,7062015,1655,1,O,P,1,MISD,10,R,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,105,105,N,N, , ,OR,M,B, ,14,5,10,140,BK,BR,M, ,L, , ,STREET,0,138 ROAD,222 STREET,219 STREET, ,QUEENS, , ,105,E, , ,1053172,184536,CM,1,9,40.672752,-73.751004,40.67347789999999,-73.7535677,"222nd St & 138th Rd, Laurelton, NY 11413, USA","219th St & 138th Rd, Laurelton, NY 11413, USA"
2015,114,513,7252015,453,1,O,P,1,FEL,15,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,114,114,N,N, , , ,M,A, ,21,5,5,180,BK,BR,M,BEARD,L, , ,SIDEWALK,0,14 STREET,30 ROAD,30 AVENUE, ,QUEENS, , ,114,P, , ,1003640,220084,CM,1,85,40.7700452,-73.9305655,40.7708613,-73.9299068,"14th St & 30th Rd, Astoria, NY 11102, USA","30th Ave & 14th St, Astoria, NY 11102, USA"
